ID,Tipo,Nombre,Destino,País,Región,Categoría,Estrellas,Precio_neto_EUR,Precio_unidad,Comisión_%,Proveedor,Accesible_PMR,Notas,Contacto,Temporada_alta,Min_noches,Capacidad_max_pax,Tags
118,Hotel,Hotel 4 Estrellas Algarve,Algarve,PT,Europa,standard,4,158,por noche,20,Contrato directo,Sí,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@algarve.com,Julio-Agosto,2,6,"standard,europa,hotel"
119,Hotel,Hotel 4 Estrellas Algarve,Algarve,PT,Europa,standard,4,112,por noche,15,Contrato directo,Sí,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@algarve.com,Julio-Agosto,2,4,"standard,europa,hotel"
120,Hotel,Hotel 5 Estrellas Atenas,Atenas,GR,Europa,luxury,5,406,por noche,18,Small Luxury Hotels,No,Categoría luxury. 5 estrellas. Desayuno disponible.,reservas@atenas.com,Julio-Agosto,2,4,"luxury,europa,hotel"
121,Hotel,Hotel 3 Estrellas Atenas,Atenas,GR,Europa,budget,3,60,por noche,18,Mandarin Oriental,No,Categoría budget. 3 estrellas. Desayuno disponible.,reservas@atenas.com,Julio-Agosto,3,4,"budget,europa,hotel"
122,Hotel,Hotel Boutique Santorini,Santorini,GR,Europa,boutique,4,190,por noche,10,Preferred Hotels,Parcial,Categoría boutique. 4 estrellas. Desayuno disponible.,reservas@santorin.com,Julio-Agosto,3,4,"boutique,europa,hotel"
123,Hotel,Finca Santorini,Santorini,GR,Europa,budget,3,67,por noche,12,Contrato directo,Sí,Categoría budget. 3 estrellas. Desayuno disponible.,reservas@santorin.com,Julio-Agosto,3,4,"budget,europa,hotel"
124,Hotel,Ryokan Santorini,Santorini,GR,Europa,standard,4,92,por noche,10,Meliá Hotels,No,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@santorin.com,Julio-Agosto,1,6,"standard,europa,hotel"
125,Hotel,Riad Mykonos,Mykonos,GR,Europa,boutique,4,143,por noche,18,Barceló Hotels,Sí,Categoría boutique. 4 estrellas. Desayuno disponible.,reservas@mykonos.com,Julio-Agosto,1,6,"boutique,europa,hotel"
126,Hotel,Massería Mykonos,Mykonos,GR,Europa,boutique,4,255,por noche,12,Meliá Hotels,No,Categoría boutique. 4 estrellas. Desayuno disponible.,reservas@mykonos.com,Julio-Agosto,2,6,"boutique,europa,hotel"
127,Hotel,Finca Mykonos,Mykonos,GR,Europa,budget,3,49,por noche,12,Relais & Châteaux,Sí,Categoría budget. 3 estrellas. Desayuno disponible.,reservas@mykonos.com,Julio-Agosto,3,6,"budget,europa,hotel"
128,Hotel,Finca Creta,Creta,GR,Europa,budget,3,45,por noche,15,Four Seasons,Sí,Categoría budget. 3 estrellas. Desayuno disponible.,reservas@creta.com,Julio-Agosto,2,4,"budget,europa,hotel"
129,Hotel,Ryokan Creta,Creta,GR,Europa,standard,4,128,por noche,15,Hotelbeds,Parcial,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@creta.com,Julio-Agosto,1,4,"standard,europa,hotel"
130,Hotel,Hotel Boutique Creta,Creta,GR,Europa,boutique,4,276,por noche,10,Contrato directo,No,Categoría boutique. 4 estrellas. Desayuno disponible.,reservas@creta.com,Julio-Agosto,3,4,"boutique,europa,hotel"
131,Hotel,Ryokan Creta,Creta,GR,Europa,standard,4,97,por noche,10,Meliá Hotels,No,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@creta.com,Julio-Agosto,1,2,"standard,europa,hotel"
132,Hotel,Massería Rodas,Rodas,GR,Europa,boutique,4,219,por noche,20,Hilton,Parcial,Categoría boutique. 4 estrellas. Desayuno disponible.,reservas@rodas.com,Julio-Agosto,3,6,"boutique,europa,hotel"
133,Hotel,Hotel 4 Estrellas Rodas,Rodas,GR,Europa,standard,4,142,por noche,18,Meliá Hotels,Sí,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@rodas.com,Julio-Agosto,3,4,"standard,europa,hotel"
134,Hotel,Lodge Dubrovnik,Dubrovnik,HR,Europa,standard,4,126,por noche,15,Four Seasons,Parcial,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@dubrovni.com,Julio-Agosto,2,2,"standard,europa,hotel"
135,Hotel,Posada Dubrovnik,Dubrovnik,HR,Europa,budget,3,74,por noche,10,Contrato directo,Sí,Categoría budget. 3 estrellas. Desayuno disponible.,reservas@dubrovni.com,Julio-Agosto,3,6,"budget,europa,hotel"
136,Hotel,Hotel Boutique Split,Split,HR,Europa,boutique,4,182,por noche,20,NH Hotels,Sí,Categoría boutique. 4 estrellas. Desayuno disponible.,reservas@split.com,Julio-Agosto,3,2,"boutique,europa,hotel"
137,Hotel,Finca Estambul,Estambul,TR,Europa,budget,3,95,por noche,20,Booking Partner,No,Categoría budget. 3 estrellas. Desayuno disponible.,reservas@estambul.com,Julio-Agosto,1,2,"budget,europa,hotel"
138,Hotel,Eco Lodge Estambul,Estambul,TR,Europa,budget,3,87,por noche,10,Barceló Hotels,Sí,Categoría budget. 3 estrellas. Desayuno disponible.,reservas@estambul.com,Julio-Agosto,2,2,"budget,europa,hotel"
139,Hotel,Hotel Boutique Éfeso,Éfeso,TR,Europa,boutique,4,187,por noche,18,Four Seasons,Sí,Categoría boutique. 4 estrellas. Desayuno disponible.,reservas@éfeso.com,Julio-Agosto,3,2,"boutique,europa,hotel"
140,Hotel,Lodge Éfeso,Éfeso,TR,Europa,standard,4,145,por noche,10,Hyatt,Parcial,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@éfeso.com,Julio-Agosto,1,6,"standard,europa,hotel"
141,Hotel,Hotel Boutique Éfeso,Éfeso,TR,Europa,boutique,4,197,por noche,10,Booking Partner,No,Categoría boutique. 4 estrellas. Desayuno disponible.,reservas@éfeso.com,Julio-Agosto,2,4,"boutique,europa,hotel"
142,Hotel,Lodge Capadocia,Capadocia,TR,Europa,standard,4,90,por noche,20,Barceló Hotels,Sí,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@capadoci.com,Julio-Agosto,1,4,"standard,europa,hotel"
143,Hotel,Posada Copenhague,Copenhague,DK,Europa,budget,3,83,por noche,18,Hotelbeds,Parcial,Categoría budget. 3 estrellas. Desayuno disponible.,reservas@copenhag.com,Julio-Agosto,1,6,"budget,europa,hotel"
144,Hotel,Ryokan Copenhague,Copenhague,DK,Europa,standard,4,137,por noche,18,Marriott,No,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@copenhag.com,Julio-Agosto,2,4,"standard,europa,hotel"
145,Hotel,Riad Copenhague,Copenhague,DK,Europa,boutique,4,200,por noche,15,Marriott,Sí,Categoría boutique. 4 estrellas. Desayuno disponible.,reservas@copenhag.com,Julio-Agosto,3,4,"boutique,europa,hotel"
146,Hotel,Hotel 5 Estrellas Estocolmo,Estocolmo,SE,Europa,luxury,5,223,por noche,15,Relais & Châteaux,Sí,Categoría luxury. 5 estrellas. Desayuno disponible.,reservas@estocolm.com,Julio-Agosto,3,2,"luxury,europa,hotel"
147,Hotel,Ryokan Oslo,Oslo,NO,Europa,standard,4,125,por noche,18,Design Hotels,Parcial,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@oslo.com,Julio-Agosto,1,4,"standard,europa,hotel"
148,Hotel,Villa Oslo,Oslo,NO,Europa,luxury,5,339,por noche,20,NH Hotels,Sí,Categoría luxury. 5 estrellas. Desayuno disponible.,reservas@oslo.com,Julio-Agosto,3,4,"luxury,europa,hotel"
149,Hotel,Hotel 3 Estrellas Oslo,Oslo,NO,Europa,budget,3,68,por noche,10,Relais & Châteaux,No,Categoría budget. 3 estrellas. Desayuno disponible.,reservas@oslo.com,Julio-Agosto,3,2,"budget,europa,hotel"
150,Hotel,Finca Helsinki,Helsinki,FI,Europa,budget,3,46,por noche,12,Meliá Hotels,Parcial,Categoría budget. 3 estrellas. Desayuno disponible.,reservas@helsinki.com,Julio-Agosto,2,4,"budget,europa,hotel"
151,Hotel,Parador Helsinki,Helsinki,FI,Europa,standard,4,98,por noche,18,Hotelbeds,Sí,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@helsinki.com,Julio-Agosto,3,6,"standard,europa,hotel"
152,Hotel,Hotel Boutique Helsinki,Helsinki,FI,Europa,boutique,4,255,por noche,18,Hyatt,No,Categoría boutique. 4 estrellas. Desayuno disponible.,reservas@helsinki.com,Julio-Agosto,1,4,"boutique,europa,hotel"
153,Hotel,Resort & Spa Helsinki,Helsinki,FI,Europa,luxury,5,346,por noche,10,Barceló Hotels,Sí,Categoría luxury. 5 estrellas. Desayuno disponible.,reservas@helsinki.com,Julio-Agosto,3,2,"luxury,europa,hotel"
154,Hotel,Resort & Spa Reikiavik,Reikiavik,IS,Europa,luxury,5,406,por noche,18,Hilton,No,Categoría luxury. 5 estrellas. Desayuno disponible.,reservas@reikiavi.com,Julio-Agosto,1,6,"luxury,europa,hotel"
155,Hotel,Parador Zúrich,Zúrich,CH,Europa,standard,4,116,por noche,20,Hyatt,Parcial,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@zúrich.com,Julio-Agosto,3,4,"standard,europa,hotel"
156,Hotel,Hotel 3 Estrellas Ginebra,Ginebra,CH,Europa,budget,3,45,por noche,12,Meliá Hotels,Sí,Categoría budget. 3 estrellas. Desayuno disponible.,reservas@ginebra.com,Julio-Agosto,1,4,"budget,europa,hotel"
157,Hotel,Parador Berna,Berna,CH,Europa,standard,4,143,por noche,18,Barceló Hotels,Sí,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@berna.com,Julio-Agosto,2,6,"standard,europa,hotel"
158,Hotel,Riad Berna,Berna,CH,Europa,boutique,4,248,por noche,15,Hotelbeds,No,Categoría boutique. 4 estrellas. Desayuno disponible.,reservas@berna.com,Julio-Agosto,3,2,"boutique,europa,hotel"
159,Hotel,Posada Berna,Berna,CH,Europa,budget,3,65,por noche,20,Hilton,Parcial,Categoría budget. 3 estrellas. Desayuno disponible.,reservas@berna.com,Julio-Agosto,2,6,"budget,europa,hotel"
160,Hotel,Resort & Spa Nueva York,Nueva York,US,América,luxury,5,262,por noche,12,Relais & Châteaux,Parcial,Categoría luxury. 5 estrellas. Desayuno disponible.,reservas@nuevayor.com,Julio-Agosto,2,6,"luxury,américa,hotel"
161,Hotel,Massería Nueva York,Nueva York,US,América,boutique,4,156,por noche,12,Hilton,Parcial,Categoría boutique. 4 estrellas. Desayuno disponible.,reservas@nuevayor.com,Julio-Agosto,2,6,"boutique,américa,hotel"
162,Hotel,Hotel 5 Estrellas Nueva York,Nueva York,US,América,luxury,5,420,por noche,15,Relais & Châteaux,Sí,Categoría luxury. 5 estrellas. Desayuno disponible.,reservas@nuevayor.com,Julio-Agosto,1,6,"luxury,américa,hotel"
163,Hotel,Ryokan Nueva York,Nueva York,US,América,standard,4,160,por noche,15,Marriott,Parcial,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@nuevayor.com,Julio-Agosto,3,2,"standard,américa,hotel"
164,Hotel,Hotel 5 Estrellas Miami,Miami,US,América,luxury,5,279,por noche,20,Barceló Hotels,Parcial,Categoría luxury. 5 estrellas. Desayuno disponible.,reservas@miami.com,Julio-Agosto,1,2,"luxury,américa,hotel"
165,Hotel,Hacienda Miami,Miami,US,América,standard,4,167,por noche,20,Hyatt,Parcial,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@miami.com,Julio-Agosto,3,6,"standard,américa,hotel"
166,Hotel,Finca Los Ángeles,Los Ángeles,US,América,budget,3,54,por noche,18,Hyatt,Parcial,Categoría budget. 3 estrellas. Desayuno disponible.,reservas@losángel.com,Julio-Agosto,2,4,"budget,américa,hotel"
167,Hotel,Villa Los Ángeles,Los Ángeles,US,América,luxury,5,229,por noche,15,Hyatt,No,Categoría luxury. 5 estrellas. Desayuno disponible.,reservas@losángel.com,Julio-Agosto,1,2,"luxury,américa,hotel"
168,Hotel,Parador Los Ángeles,Los Ángeles,US,América,standard,4,100,por noche,20,Four Seasons,No,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@losángel.com,Julio-Agosto,2,6,"standard,américa,hotel"
169,Hotel,Lodge San Francisco,San Francisco,US,América,standard,4,173,por noche,20,Barceló Hotels,Sí,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@sanfranc.com,Julio-Agosto,2,2,"standard,américa,hotel"
170,Hotel,Riad Chicago,Chicago,US,América,boutique,4,274,por noche,12,Small Luxury Hotels,No,Categoría boutique. 4 estrellas. Desayuno disponible.,reservas@chicago.com,Julio-Agosto,2,6,"boutique,américa,hotel"
171,Hotel,Eco Lodge Chicago,Chicago,US,América,budget,3,69,por noche,18,Hilton,No,Categoría budget. 3 estrellas. Desayuno disponible.,reservas@chicago.com,Julio-Agosto,3,6,"budget,américa,hotel"
172,Hotel,Hotel Boutique Chicago,Chicago,US,América,boutique,4,150,por noche,20,Contrato directo,No,Categoría boutique. 4 estrellas. Desayuno disponible.,reservas@chicago.com,Julio-Agosto,2,4,"boutique,américa,hotel"
173,Hotel,Parador Las Vegas,Las Vegas,US,América,standard,4,108,por noche,15,Contrato directo,Parcial,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@lasvegas.com,Julio-Agosto,3,4,"standard,américa,hotel"
174,Hotel,Hotel 4 Estrellas Las Vegas,Las Vegas,US,América,standard,4,166,por noche,15,Design Hotels,Sí,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@lasvegas.com,Julio-Agosto,3,6,"standard,américa,hotel"
175,Hotel,Ryokan Nueva Orleans,Nueva Orleans,US,América,standard,4,139,por noche,15,Meliá Hotels,Sí,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@nuevaorl.com,Julio-Agosto,1,4,"standard,américa,hotel"
176,Hotel,Hotel 3 Estrellas Boston,Boston,US,América,budget,3,54,por noche,15,Design Hotels,Sí,Categoría budget. 3 estrellas. Desayuno disponible.,reservas@boston.com,Julio-Agosto,3,6,"budget,américa,hotel"
177,Hotel,Finca Boston,Boston,US,América,budget,3,103,por noche,20,Barceló Hotels,Parcial,Categoría budget. 3 estrellas. Desayuno disponible.,reservas@boston.com,Julio-Agosto,2,2,"budget,américa,hotel"
178,Hotel,Hotel 4 Estrellas Boston,Boston,US,América,standard,4,111,por noche,18,Booking Partner,No,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@boston.com,Julio-Agosto,2,6,"standard,américa,hotel"
179,Hotel,Riad Boston,Boston,US,América,boutique,4,256,por noche,18,NH Hotels,Parcial,Categoría boutique. 4 estrellas. Desayuno disponible.,reservas@boston.com,Julio-Agosto,1,4,"boutique,américa,hotel"
180,Hotel,Massería Washington DC,Washington DC,US,América,boutique,4,235,por noche,18,Relais & Châteaux,No,Categoría boutique. 4 estrellas. Desayuno disponible.,reservas@washingt.com,Julio-Agosto,2,6,"boutique,américa,hotel"
181,Hotel,Eco Lodge Washington DC,Washington DC,US,América,budget,3,91,por noche,12,Design Hotels,No,Categoría budget. 3 estrellas. Desayuno disponible.,reservas@washingt.com,Julio-Agosto,1,6,"budget,américa,hotel"
182,Hotel,Lodge Washington DC,Washington DC,US,América,standard,4,102,por noche,20,Design Hotels,Sí,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@washingt.com,Julio-Agosto,2,2,"standard,américa,hotel"
183,Hotel,Hacienda Washington DC,Washington DC,US,América,standard,4,151,por noche,12,Design Hotels,No,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@washingt.com,Julio-Agosto,1,2,"standard,américa,hotel"
184,Hotel,Massería Cancún,Cancún,MX,América,boutique,4,139,por noche,18,Four Seasons,No,Categoría boutique. 4 estrellas. Desayuno disponible.,reservas@cancún.com,Julio-Agosto,1,4,"boutique,américa,hotel"
185,Hotel,Hotel 5 Estrellas Cancún,Cancún,MX,América,luxury,5,408,por noche,10,Design Hotels,Parcial,Categoría luxury. 5 estrellas. Desayuno disponible.,reservas@cancún.com,Julio-Agosto,3,4,"luxury,américa,hotel"
186,Hotel,Hacienda Cancún,Cancún,MX,América,standard,4,92,por noche,18,Small Luxury Hotels,Sí,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@cancún.com,Julio-Agosto,3,4,"standard,américa,hotel"
187,Hotel,Lodge Cancún,Cancún,MX,América,standard,4,90,por noche,12,Design Hotels,Sí,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@cancún.com,Julio-Agosto,3,6,"standard,américa,hotel"
188,Hotel,Hotel 5 Estrellas Ciudad de México,Ciudad de México,MX,América,luxury,5,360,por noche,10,NH Hotels,No,Categoría luxury. 5 estrellas. Desayuno disponible.,reservas@ciudadde.com,Julio-Agosto,3,6,"luxury,américa,hotel"
189,Hotel,Lodge Ciudad de México,Ciudad de México,MX,América,standard,4,157,por noche,20,Booking Partner,Parcial,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@ciudadde.com,Julio-Agosto,3,6,"standard,américa,hotel"
190,Hotel,Hotel 3 Estrellas Ciudad de México,Ciudad de México,MX,América,budget,3,50,por noche,20,Marriott,Sí,Categoría budget. 3 estrellas. Desayuno disponible.,reservas@ciudadde.com,Julio-Agosto,3,4,"budget,américa,hotel"
191,Hotel,Hotel 4 Estrellas Ciudad de México,Ciudad de México,MX,América,standard,4,139,por noche,20,Four Seasons,Parcial,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@ciudadde.com,Julio-Agosto,3,6,"standard,américa,hotel"
192,Hotel,Posada Los Cabos,Los Cabos,MX,América,budget,3,75,por noche,15,Small Luxury Hotels,Sí,Categoría budget. 3 estrellas. Desayuno disponible.,reservas@loscabos.com,Julio-Agosto,2,2,"budget,américa,hotel"
193,Hotel,Hotel 3 Estrellas Riviera Maya,Riviera Maya,MX,América,budget,3,58,por noche,10,Marriott,Parcial,Categoría budget. 3 estrellas. Desayuno disponible.,reservas@rivieram.com,Julio-Agosto,2,6,"budget,américa,hotel"
194,Hotel,Hotel 4 Estrellas Riviera Maya,Riviera Maya,MX,América,standard,4,176,por noche,12,Hotelbeds,Parcial,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@rivieram.com,Julio-Agosto,2,2,"standard,américa,hotel"
195,Hotel,Resort & Spa Riviera Maya,Riviera Maya,MX,América,luxury,5,311,por noche,15,Preferred Hotels,No,Categoría luxury. 5 estrellas. Desayuno disponible.,reservas@rivieram.com,Julio-Agosto,3,4,"luxury,américa,hotel"
196,Hotel,Resort & Spa Oaxaca,Oaxaca,MX,América,luxury,5,218,por noche,10,Design Hotels,Parcial,Categoría luxury. 5 estrellas. Desayuno disponible.,reservas@oaxaca.com,Julio-Agosto,2,4,"luxury,américa,hotel"
197,Hotel,Hotel 5 Estrellas Oaxaca,Oaxaca,MX,América,luxury,5,405,por noche,18,Preferred Hotels,No,Categoría luxury. 5 estrellas. Desayuno disponible.,reservas@oaxaca.com,Julio-Agosto,2,2,"luxury,américa,hotel"
198,Hotel,Lodge Oaxaca,Oaxaca,MX,América,standard,4,161,por noche,10,Small Luxury Hotels,No,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@oaxaca.com,Julio-Agosto,1,4,"standard,américa,hotel"
199,Hotel,Villa Oaxaca,Oaxaca,MX,América,luxury,5,299,por noche,10,Hotelbeds,No,Categoría luxury. 5 estrellas. Desayuno disponible.,reservas@oaxaca.com,Julio-Agosto,3,4,"luxury,américa,hotel"
200,Hotel,Lodge Guadalajara,Guadalajara,MX,América,standard,4,150,por noche,18,Booking Partner,Parcial,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@guadalaj.com,Julio-Agosto,2,6,"standard,américa,hotel"
201,Hotel,Posada Guadalajara,Guadalajara,MX,América,budget,3,96,por noche,18,Marriott,Parcial,Categoría budget. 3 estrellas. Desayuno disponible.,reservas@guadalaj.com,Julio-Agosto,3,6,"budget,américa,hotel"
202,Hotel,Hotel 4 Estrellas Guadalajara,Guadalajara,MX,América,standard,4,173,por noche,18,Booking Partner,Sí,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@guadalaj.com,Julio-Agosto,1,2,"standard,américa,hotel"
203,Hotel,Parador Buenos Aires,Buenos Aires,AR,América,standard,4,92,por noche,12,Contrato directo,No,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@buenosai.com,Julio-Agosto,2,4,"standard,américa,hotel"
204,Hotel,Lodge Buenos Aires,Buenos Aires,AR,América,standard,4,107,por noche,15,Hilton,No,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@buenosai.com,Julio-Agosto,3,4,"standard,américa,hotel"
205,Hotel,Hotel 3 Estrellas Buenos Aires,Buenos Aires,AR,América,budget,3,84,por noche,20,Hilton,Parcial,Categoría budget. 3 estrellas. Desayuno disponible.,reservas@buenosai.com,Julio-Agosto,1,4,"budget,américa,hotel"
206,Hotel,Riad Bariloche,Bariloche,AR,América,boutique,4,191,por noche,18,NH Hotels,Sí,Categoría boutique. 4 estrellas. Desayuno disponible.,reservas@bariloch.com,Julio-Agosto,1,2,"boutique,américa,hotel"
207,Hotel,Lodge Bariloche,Bariloche,AR,América,standard,4,100,por noche,15,Contrato directo,No,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@bariloch.com,Julio-Agosto,3,2,"standard,américa,hotel"
208,Hotel,Eco Lodge Bariloche,Bariloche,AR,América,budget,3,99,por noche,12,Relais & Châteaux,No,Categoría budget. 3 estrellas. Desayuno disponible.,reservas@bariloch.com,Julio-Agosto,3,2,"budget,américa,hotel"
209,Hotel,Hotel 3 Estrellas Mendoza,Mendoza,AR,América,budget,3,51,por noche,15,Four Seasons,Parcial,Categoría budget. 3 estrellas. Desayuno disponible.,reservas@mendoza.com,Julio-Agosto,2,4,"budget,américa,hotel"
210,Hotel,Villa Salta,Salta,AR,América,luxury,5,246,por noche,18,Four Seasons,No,Categoría luxury. 5 estrellas. Desayuno disponible.,reservas@salta.com,Julio-Agosto,2,6,"luxury,américa,hotel"
211,Hotel,Hotel 5 Estrellas Salta,Salta,AR,América,luxury,5,268,por noche,18,Contrato directo,Parcial,Categoría luxury. 5 estrellas. Desayuno disponible.,reservas@salta.com,Julio-Agosto,2,2,"luxury,américa,hotel"
212,Hotel,Hacienda Río de Janeiro,Río de Janeiro,BR,América,standard,4,158,por noche,10,Four Seasons,Sí,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@ríodejan.com,Julio-Agosto,2,2,"standard,américa,hotel"
213,Hotel,Hotel 4 Estrellas Río de Janeiro,Río de Janeiro,BR,América,standard,4,136,por noche,15,Design Hotels,Sí,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@ríodejan.com,Julio-Agosto,2,2,"standard,américa,hotel"
214,Hotel,Hotel 4 Estrellas São Paulo,São Paulo,BR,América,standard,4,163,por noche,20,Contrato directo,Sí,Categoría standard. 4 estrellas. Desayuno disponible.,reservas@sãopaulo.com,Julio-Agosto,3,6,"standard,américa,hotel"
